# gapseq version: 1.2 2d739a56
# Transporter sequence DB md5sum: b99a77e (2024-05-19)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q025X6|2.A.113.1.5	2.A.113.1.5	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|Q025X6|2.A.113.1.5	27.458	7.71e-25	97.4	95	tr|A0A0H3GKJ6|A0A0H3GKJ6_KLEPH Nickel/cobalt efflux system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_11650 PE=3 SV=1	2	285	transporter
gnl|TC-DB|Q7UHP3|2.A.113.1.6	2.A.113.1.6	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q7UHP3|2.A.113.1.6	21.583	4.45e-09	52.8	91	tr|A0A0H3GKJ6|A0A0H3GKJ6_KLEPH Nickel/cobalt efflux system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_11650 PE=3 SV=1	20	284	transporter
gnl|TC-DB|Q7UHP3|2.A.113.1.6	2.A.113.1.6	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|Q7UHP3|2.A.113.1.6	21.583	4.45e-09	52.8	91	tr|A0A0H3GKJ6|A0A0H3GKJ6_KLEPH Nickel/cobalt efflux system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_11650 PE=3 SV=1	20	284	transporter
gnl|TC-DB|D7A5Z9|2.A.113.1.7	2.A.113.1.7	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|D7A5Z9|2.A.113.1.7	34.875	2.20e-33	122	84	tr|A0A0H3H2H5|A0A0H3H2H5_KLEPH Nickel/cobalt efflux system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_43510 PE=3 SV=1	34	302	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.32	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|P15729|2.A.1.1.32	38.806	2.09e-86	270	99	tr|A0A0H3GWT6|A0A0H3GWT6_KLEPH Sugar transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_39430 PE=3 SV=1	4	458	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.32	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P15729|2.A.1.1.32	38.806	2.09e-86	270	99	tr|A0A0H3GWT6|A0A0H3GWT6_KLEPH Sugar transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_39430 PE=3 SV=1	4	458	transporter
gnl|TC-DB|Q8NJ22|2.A.1.1.33	2.A.1.1.33	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q8NJ22|2.A.1.1.33	31.209	1.52e-53	186	80	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	10	448	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	D-mannitol	EX_cpd00314_e0	rxn12587	gnl|TC-DB|Q8VZ80|2.A.1.1.34	28.662	1.95e-67	222	87	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	5	449	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q8VZ80|2.A.1.1.34	28.662	1.95e-67	222	87	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	5	449	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q8VZ80|2.A.1.1.34	28.662	1.95e-67	222	87	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	5	449	transporter
gnl|TC-DB|Q8VZ80|2.A.1.1.34	2.A.1.1.34	xylitol	EX_cpd00306_e0	rxn12532	gnl|TC-DB|Q8VZ80|2.A.1.1.34	28.662	1.95e-67	222	87	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	5	449	transporter
gnl|TC-DB|Q08777|2.A.1.13.4	2.A.1.13.4	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|Q08777|2.A.1.13.4	23.671	0.007	35.8	76	tr|A0A0H3GNC3|A0A0H3GNC3_KLEPH Permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_10630 PE=4 SV=1	11	383	transporter
gnl|TC-DB|Q7BEC4|2.A.1.1.35	2.A.1.1.35	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q7BEC4|2.A.1.1.35	35.837	1.59e-80	255	96	tr|A0A0H3GWT6|A0A0H3GWT6_KLEPH Sugar transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_39430 PE=3 SV=1	9	458	transporter
gnl|TC-DB|Q400D8|2.A.1.1.36	2.A.1.1.36	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q400D8|2.A.1.1.36	26.804	1.68e-44	161	85	tr|A0A0H3GUX1|A0A0H3GUX1_KLEPH Low-affinity L-arabinose transport system proton symport component OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_43300 PE=3 SV=1	4	463	transporter
gnl|TC-DB|O15427|2.A.1.13.6	2.A.1.13.6	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|O15427|2.A.1.13.6	22.727	0.021	34.3	77	tr|A0A0H3GNI8|A0A0H3GNI8_KLEPH Major facilitator superfamily MFS_1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26970 PE=4 SV=1	55	417	transporter
gnl|TC-DB|O15427|2.A.1.13.6	2.A.1.13.6	acetoacetate	EX_cpd00142_e0	rxn05484,rxn08029	gnl|TC-DB|O15427|2.A.1.13.6	22.727	0.021	34.3	77	tr|A0A0H3GNI8|A0A0H3GNI8_KLEPH Major facilitator superfamily MFS_1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26970 PE=4 SV=1	55	417	transporter
gnl|TC-DB|O15427|2.A.1.13.6	2.A.1.13.6	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|O15427|2.A.1.13.6	22.727	0.021	34.3	77	tr|A0A0H3GNI8|A0A0H3GNI8_KLEPH Major facilitator superfamily MFS_1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26970 PE=4 SV=1	55	417	transporter
gnl|TC-DB|O15427|2.A.1.13.6	2.A.1.13.6	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|O15427|2.A.1.13.6	22.727	0.021	34.3	77	tr|A0A0H3GNI8|A0A0H3GNI8_KLEPH Major facilitator superfamily MFS_1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26970 PE=4 SV=1	55	417	transporter
gnl|TC-DB|O15427|2.A.1.13.6	2.A.1.13.6	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|O15427|2.A.1.13.6	22.727	0.021	34.3	77	tr|A0A0H3GNI8|A0A0H3GNI8_KLEPH Major facilitator superfamily MFS_1 OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26970 PE=4 SV=1	55	417	transporter
gnl|TC-DB|Q6PXP3|2.A.1.1.37	2.A.1.1.37	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q6PXP3|2.A.1.1.37	29.383	9.89e-42	153	78	tr|A0A0H3GUX1|A0A0H3GUX1_KLEPH Low-affinity L-arabinose transport system proton symport component OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_43300 PE=3 SV=1	70	464	transporter
gnl|TC-DB|P39932|2.A.1.1.38	2.A.1.1.38	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|P39932|2.A.1.1.38	25.427	6.65e-39	146	81	tr|A0A0H3GUX1|A0A0H3GUX1_KLEPH Low-affinity L-arabinose transport system proton symport component OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_43300 PE=3 SV=1	24	463	transporter
gnl|TC-DB|P49374|2.A.1.1.39	2.A.1.1.39	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P49374|2.A.1.1.39	30.453	7.62e-60	202	85	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	16	456	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.4	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|Q64L87|2.A.1.1.40	2.A.1.1.40	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q64L87|2.A.1.1.40	30.943	3.20e-65	216	92	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	25	448	transporter
gnl|TC-DB|Q64L87|2.A.1.1.40	2.A.1.1.40	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q64L87|2.A.1.1.40	30.943	3.20e-65	216	92	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	25	448	transporter
gnl|TC-DB|Q64L87|2.A.1.1.40	2.A.1.1.40	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|Q64L87|2.A.1.1.40	30.943	3.20e-65	216	92	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	25	448	transporter
gnl|TC-DB|Q64L87|2.A.1.1.40	2.A.1.1.40	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q64L87|2.A.1.1.40	30.943	3.20e-65	216	92	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	25	448	transporter
gnl|TC-DB|KAF7736475.1|2.A.1.1.403	2.A.1.1.403	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|KAF7736475.1|2.A.1.1.403	23.711	1.22e-25	107	87	tr|A0A0H3GPT1|A0A0H3GPT1_KLEPH Major myo-inositol transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26200 PE=3 SV=1	14	475	transporter
gnl|TC-DB|KAF7736475.1|2.A.1.1.403	2.A.1.1.403	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|KAF7736475.1|2.A.1.1.403	23.711	1.22e-25	107	87	tr|A0A0H3GPT1|A0A0H3GPT1_KLEPH Major myo-inositol transporter OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_26200 PE=3 SV=1	14	475	transporter
gnl|TC-DB|QLE11221|2.A.1.1.404	2.A.1.1.404	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|QLE11221|2.A.1.1.404	28.172	1.87e-51	179	90	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	20	456	transporter
gnl|TC-DB|O52733|2.A.1.1.41	2.A.1.1.41	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|O52733|2.A.1.1.41	39.732	2.69e-94	290	96	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	12	451	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|P42237|2.A.1.14.1	63.781	0.0	558	96	tr|A0A0H3GWV0|A0A0H3GWV0_KLEPH MFS superfamily D-glucarate permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_42090 PE=3 SV=1	7	445	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P42237|2.A.1.14.1	63.781	0.0	558	96	tr|A0A0H3GWV0|A0A0H3GWV0_KLEPH MFS superfamily D-glucarate permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_42090 PE=3 SV=1	7	445	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P42237|2.A.1.14.1	63.781	0.0	558	96	tr|A0A0H3GWV0|A0A0H3GWV0_KLEPH MFS superfamily D-glucarate permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_42090 PE=3 SV=1	7	445	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	pantothenate	EX_cpd00644_e0	rxn05308,rxn09165,rxn10180	gnl|TC-DB|P42237|2.A.1.14.1	63.781	0.0	558	96	tr|A0A0H3GWV0|A0A0H3GWV0_KLEPH MFS superfamily D-glucarate permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_42090 PE=3 SV=1	7	445	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|P42237|2.A.1.14.1	63.781	0.0	558	96	tr|A0A0H3GWV0|A0A0H3GWV0_KLEPH MFS superfamily D-glucarate permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_42090 PE=3 SV=1	7	445	transporter
gnl|TC-DB|Q8ZJY5|2.A.114.1.10	2.A.114.1.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|Q8ZJY5|2.A.114.1.10	94.134	0.0	1367	100	tr|A0A0H3GHS8|A0A0H3GHS8_KLEPH Carbon starvation protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_06220 PE=3 SV=1	1	716	transporter
gnl|TC-DB|Q62634|2.A.1.14.13	2.A.1.14.13	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q62634|2.A.1.14.13	25.635	1.14e-21	95.1	77	tr|A0A0H3GPG6|A0A0H3GPG6_KLEPH Major facilitator superfamily permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_31120 PE=3 SV=1	23	425	transporter
gnl|TC-DB|Q62634|2.A.1.14.13	2.A.1.14.13	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q62634|2.A.1.14.13	25.635	1.14e-21	95.1	77	tr|A0A0H3GPG6|A0A0H3GPG6_KLEPH Major facilitator superfamily permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_31120 PE=3 SV=1	23	425	transporter
gnl|TC-DB|Q62634|2.A.1.14.13	2.A.1.14.13	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q62634|2.A.1.14.13	25.635	1.14e-21	95.1	77	tr|A0A0H3GPG6|A0A0H3GPG6_KLEPH Major facilitator superfamily permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_31120 PE=3 SV=1	23	425	transporter
gnl|TC-DB|Q8G3X1|2.A.1.1.42	2.A.1.1.42	Glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8G3X1|2.A.1.1.42	36.971	2.60e-89	279	86	tr|A0A0H3GVD3|A0A0H3GVD3_KLEPH Galactose-proton symport of transport system OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_44450 PE=3 SV=1	17	453	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	cysteine	EX_cpd00084_e0	rxn09690	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	glucuronate	EX_cpd00164_e0	rxn05574,rxn08622	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	GTP	EX_cpd00038_e0	rxn29736,rxn29868	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	93.079	0.0	792	97	tr|A0A0H3GXW9|A0A0H3GXW9_KLEPH Major facilitator superfamily hexuronate transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_46540 PE=3 SV=1	1	419	transporter
gnl|TC-DB|Q9BYT1|2.A.1.14.21	2.A.1.14.21	GTP	EX_cpd00038_e0	rxn29736,rxn29868	gnl|TC-DB|Q9BYT1|2.A.1.14.21	24.171	3.79e-25	104	91	tr|A0A0H3GV73|A0A0H3GV73_KLEPH D-galactonate transport OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_52670 PE=3 SV=1	65	473	transporter
gnl|TC-DB|O82390|2.A.1.14.22	2.A.1.14.22	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|O82390|2.A.1.14.22	26.952	1.02e-35	135	76	tr|A0A0H3GTU2|A0A0H3GTU2_KLEPH Transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_47620 PE=3 SV=1	6	400	transporter
gnl|TC-DB|O82390|2.A.1.14.22	2.A.1.14.22	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O82390|2.A.1.14.22	26.952	1.02e-35	135	76	tr|A0A0H3GTU2|A0A0H3GTU2_KLEPH Transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_47620 PE=3 SV=1	6	400	transporter
gnl|TC-DB|Q9Y2C5|2.A.1.14.24	2.A.1.14.24	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q9Y2C5|2.A.1.14.24	26.343	1.55e-15	75.9	77	tr|A0A0H3GPG6|A0A0H3GPG6_KLEPH Major facilitator superfamily permease OS=Klebsiella pneumoniae subsp. pneumoniae (strain HS11286) OX=1125630 GN=KPHS_31120 PE=3 SV=1	59	434	transporter
